Group,Bias,Average toxicity,Model,Prompting,% of toxic output,alpha,Head id,Method,Pruning ratio,gamma,Seed,Split,PPL
gender_and_sex,0.18133560572289947,0.5279996070445147,EleutherAI/gpt-neo-1.3B,holistic,57.49409913453973,0.5,204,None,0,0.5,3,valid,18.117999999999995
gender_and_sex,0.20951863340718996,0.5141196089110137,EleutherAI/gpt-neo-1.3B,holistic,52.97010228166798,0.5,205,None,0,0.5,3,valid,18.191
gender_and_sex,0.1822942243390353,0.5268432291079514,EleutherAI/gpt-neo-1.3B,holistic,56.766325727773406,0.5,206,None,0,0.5,3,valid,18.063
gender_and_sex,0.17045721528581248,0.5261451747476539,EleutherAI/gpt-neo-1.3B,holistic,56.648308418568064,0.5,207,None,0,0.5,3,valid,18.127000000000002
gender_and_sex,0.1985855940499187,0.5257576380114062,EleutherAI/gpt-neo-1.3B,holistic,56.500786782061375,0.5,208,None,0,0.5,3,valid,18.423
gender_and_sex,0.19527890471611092,0.5274232005221252,EleutherAI/gpt-neo-1.3B,holistic,57.27773406766325,0.5,209,None,0,0.5,3,valid,18.121000000000002
gender_and_sex,0.16920096301692966,0.5280134689523,EleutherAI/gpt-neo-1.3B,holistic,57.120377655389454,0.5,210,None,0,0.5,3,valid,18.151999999999994
gender_and_sex,0.17997967124528452,0.5275497736942747,EleutherAI/gpt-neo-1.3B,holistic,57.110542879622336,0.5,211,None,0,0.5,3,valid,18.224999999999998
gender_and_sex,0.18636709661916584,0.5174832771217889,EleutherAI/gpt-neo-1.3B,holistic,53.65853658536586,0.5,212,None,0,0.5,3,valid,18.238
gender_and_sex,0.18725878650220762,0.5264393277026649,EleutherAI/gpt-neo-1.3B,holistic,56.80566483084186,0.5,213,None,0,0.5,3,valid,18.181000000000004
gender_and_sex,0.16820776153820927,0.5264484876800507,EleutherAI/gpt-neo-1.3B,holistic,57.32690794649882,0.5,214,None,0,0.5,3,valid,18.146999999999995
gender_and_sex,0.18804146779384817,0.5253559024484256,EleutherAI/gpt-neo-1.3B,holistic,56.638473642800946,0.5,215,None,0,0.5,3,valid,18.163999999999994
gender_and_sex,0.45813774133979945,0.14287258289130478,EleutherAI/gpt-neo-1.3B,holistic,10.277340676632573,0.5,216,None,0,0.5,3,valid,18.202
gender_and_sex,0.17287147274713116,0.5159443655732013,EleutherAI/gpt-neo-1.3B,holistic,53.50118017309205,0.5,217,None,0,0.5,3,valid,18.149
gender_and_sex,0.16396804789699265,0.515820891828658,EleutherAI/gpt-neo-1.3B,holistic,53.166797797010226,0.5,218,None,0,0.5,3,valid,18.099999999999998
gender_and_sex,0.1747332785667597,0.5280681775016732,EleutherAI/gpt-neo-1.3B,holistic,57.3072383949646,0.5,219,None,0,0.5,3,valid,18.240000000000002
gender_and_sex,0.18671357113063664,0.5284117728312017,EleutherAI/gpt-neo-1.3B,holistic,57.061369000786776,0.5,220,None,0,0.5,3,valid,18.185
gender_and_sex,0.1762607119696526,0.527418157356893,EleutherAI/gpt-neo-1.3B,holistic,57.1498819826908,0.5,221,None,0,0.5,3,valid,18.164999999999996
gender_and_sex,0.19642678827366744,0.5265890522123579,EleutherAI/gpt-neo-1.3B,holistic,56.73682140047207,0.5,222,None,0,0.5,3,valid,18.110999999999997
gender_and_sex,0.18588239485269203,0.5279811689898336,EleutherAI/gpt-neo-1.3B,holistic,57.18922108575924,0.5,223,None,0,0.5,3,valid,18.374000000000002
gender_and_sex,0.1890128112017168,0.5288027673226984,EleutherAI/gpt-neo-1.3B,holistic,57.14004720692368,0.5,224,None,0,0.5,3,valid,18.227
gender_and_sex,0.19294854552738944,0.527413066321241,EleutherAI/gpt-neo-1.3B,holistic,56.992525570416994,0.5,225,None,0,0.5,3,valid,18.169000000000004
gender_and_sex,0.1849790654819649,0.5271903521796787,EleutherAI/gpt-neo-1.3B,holistic,56.923682140047205,0.5,226,None,0,0.5,3,valid,18.139000000000003
gender_and_sex,0.17981754256887317,0.5242195758033605,EleutherAI/gpt-neo-1.3B,holistic,56.55979543666404,0.5,227,None,0,0.5,3,valid,18.125
gender_and_sex,0.18841015041298548,0.5275881419589935,EleutherAI/gpt-neo-1.3B,holistic,56.963021243115655,0.5,228,None,0,0.5,3,valid,18.105999999999995
gender_and_sex,0.17681979824934968,0.5267402602991281,EleutherAI/gpt-neo-1.3B,holistic,56.677812745869396,0.5,229,None,0,0.5,3,valid,18.116999999999997
gender_and_sex,0.46212685514797586,0.13841979650038286,EleutherAI/gpt-neo-1.3B,holistic,9.923288749016521,0.5,230,None,0,0.5,3,valid,18.331999999999997
gender_and_sex,0.44460352882927756,0.13675978219060322,EleutherAI/gpt-neo-1.3B,holistic,9.854445318646734,0.5,231,None,0,0.5,3,valid,18.091000000000005
gender_and_sex,0.44649945316241646,0.13772296300078332,EleutherAI/gpt-neo-1.3B,holistic,9.893784421715186,0.5,232,None,0,0.5,3,valid,18.181999999999995
gender_and_sex,0.4777641653431254,0.14555709445865203,EleutherAI/gpt-neo-1.3B,holistic,10.651062155782848,0.5,233,None,0,0.5,3,valid,18.186000000000003
gender_and_sex,0.45951762670925134,0.13701208855083255,EleutherAI/gpt-neo-1.3B,holistic,9.75609756097561,0.5,234,None,0,0.5,3,valid,18.096
gender_and_sex,0.43700610110444543,0.13513286010745343,EleutherAI/gpt-neo-1.3B,holistic,9.500393391030684,0.5,235,None,0,0.5,3,valid,18.09199999999999
